,Median of Age,Mean of Age,Std of Age,Median of Match played,Mean of Match played,Std of Match played,Median of Starts,Mean of Starts,Std of Starts,Median of Minutes,Mean of Minutes,Std of Minutes,Median of Goals,Mean of Goals,Std of Goals,Median of Assists,Mean of Assists,Std of Assists,Median of Yellow cards,Mean of Yellow cards,Std of Yellow cards,Median of Red cards,Mean of Red cards,Std of Red cards,Median of xG,Mean of xG,Std of xG,Median of xAG,Mean of xAG,Std of xAG,Median of Possession_ProgC,Mean of Possession_ProgC,Std of Possession_ProgC,Median of PrgPasses,Mean of PrgPasses,Std of PrgPasses,Median of PrgR,Mean of PrgR,Std of PrgR,Median of Goals per 90,Mean of Goals per 90,Std of Goals per 90,Median of Assists per 90,Mean of Assists per 90,Std of Assists per 90,Median of xG per 90,Mean of xG per 90,Std of xG per 90,Median of xAG per 90,Mean of xAG per 90,Std of xAG per 90,Median of GA90,Mean of GA90,Std of GA90,Median of Save%,Mean of Save%,Std of Save%,Median of CS%,Mean of CS%,Std of CS%,Median of Pen Save%,Mean of Pen Save%,Std of Pen Save%,Median of SoT%,Mean of SoT%,Std of SoT%,Median of SoT per 90,Mean of SoT per 90,Std of SoT per 90,Median of G per Sh,Mean of G per Sh,Std of G per Sh,Median of Average dist,Mean of Average dist,Std of Average dist,Median of Cmp,Mean of Cmp,Std of Cmp,Median of Cmp%,Mean of Cmp%,Std of Cmp%,Median of TotDist,Mean of TotDist,Std of TotDist,Median of Cmp%_S,Mean of Cmp%_S,Std of Cmp%_S,Median of Cmp%_M,Mean of Cmp%_M,Std of Cmp%_M,Median of Cmp%_L,Mean of Cmp%_L,Std of Cmp%_L,Median of KP,Mean of KP,Std of KP,Median of one_third,Mean of one_third,Std of one_third,Median of PPA,Mean of PPA,Std of PPA,Median of CrsPA,Mean of CrsPA,Std of CrsPA,Median of PrgPasses.1,Mean of PrgPasses.1,Std of PrgPasses.1,Median of SCA,Mean of SCA,Std of SCA,Median of SCA90,Mean of SCA90,Std of SCA90,Median of GCA,Mean of GCA,Std of GCA,Median of GCA90,Mean of GCA90,Std of GCA90,Median of Tkl,Mean of Tkl,Std of Tkl,Median of TklW,Mean of TklW,Std of TklW,Median of Att,Mean of Att,Std of Att,Median of Lost,Mean of Lost,Std of Lost,Median of Blocks,Mean of Blocks,Std of Blocks,Median of Block shot,Mean of Block shot,Std of Block shot,Median of Pass,Mean of Pass,Std of Pass,Median of Int,Mean of Int,Std of Int,Median of Touches,Mean of Touches,Std of Touches,Median of Def Pen,Mean of Def Pen,Std of Def Pen,Median of Def 3rd,Mean of Def 3rd,Std of Def 3rd,Median of Mid 3rd,Mean of Mid 3rd,Std of Mid 3rd,Median of Att 3rd,Mean of Att 3rd,Std of Att 3rd,Median of Att Pen,Mean of Att Pen,Std of Att Pen,Median of Possession_Att,Mean of Possession_Att,Std of Possession_Att,Median of Possession_Succ%,Mean of Possession_Succ%,Std of Possession_Succ%,Median of Possession_Tkld%,Mean of Possession_Tkld%,Std of Possession_Tkld%,Median of Carries,Mean of Carries,Std of Carries,Median of Possession_ProDist,Mean of Possession_ProDist,Std of Possession_ProDist,Median of Possession_ProgC.1,Mean of Possession_ProgC.1,Std of Possession_ProgC.1,Median of Possession_one_third,Mean of Possession_one_third,Std of Possession_one_third,Median of Possession_CPA,Mean of Possession_CPA,Std of Possession_CPA,Median of Possession_Mis,Mean of Possession_Mis,Std of Possession_Mis,Median of Possession_Dis,Mean of Possession_Dis,Std of Possession_Dis,Median of Rec,Mean of Rec,Std of Rec,Median of PrgR.1,Mean of PrgR.1,Std of PrgR.1,Median of Fls,Mean of Fls,Std of Fls,Median of Fld,Mean of Fld,Std of Fld,Median of Off,Mean of Off,Std of Off,Median of Crs,Mean of Crs,Std of Crs,Median of Recov,Mean of Recov,Std of Recov,Median of Won,Mean of Won,Std of Won,Median of Lost.1,Mean of Lost.1,Std of Lost.1,Median of Won%,Mean of Won%,Std of Won%
all,9701.0,9808.424849699399,1551.9975830700087,23.0,21.02004008016032,10.128471897096713,14.0,15.420841683366733,10.998322548849899,1318.0,1382.7815631262524,932.2650819982557,1.0,2.0100200400801604,3.536655415177171,1.0,1.4929859719438878,2.2138326771219132,2.0,2.967935871743487,2.6379554933005087,0.0,0.09018036072144289,0.30701923519249225,0.8,2.0286573146292586,3.11460486332056,0.9,1.501002004008016,1.8871630920883744,15.0,26.138276553106213,31.016042581628188,37.0,51.589178356713425,50.52306287881684,25.0,50.93186372745491,64.69628896588502,0.03,0.11875751503006013,0.18174207008503135,0.03,0.08861723446893788,0.1225461628599358,0.07,0.1317635270541082,0.15923920588582877,0.07,0.09569138276553106,0.10018292980136949,0.0,0.1393987975951904,0.5104899993499405,0.0,5.615230460921843,18.813426817340847,0.0,2.086372745490982,9.966492792536068,0.0,0.9657314629258517,7.840204284898951,28.6,26.25490981963928,21.178648956635488,0.23,0.3965931863727455,0.4651803822020118,0.03,0.06951903807615231,0.09745851315004876,15.7,14.814829659318638,7.184304940001209,449.0,555.4468937875752,466.1428313750412,80.0,79.13286573146293,8.37079463463709,7088.0,9549.697394789579,8436.289564558672,89.9,88.75270541082163,6.815771906550222,85.7,83.98937875751503,10.250267281010691,53.3,53.576753507014026,16.57016784862147,8.0,13.661322645290582,15.509924502925669,28.0,43.34068136272545,45.42322363414936,6.0,11.643286573146293,14.538310075778341,1.0,2.781563126252505,4.357330153406577,37.0,51.589178356713425,50.52306287881684,21.0,31.96392785571142,32.579940322974814,1.79,2.0530460921843683,1.4231675810440239,2.0,3.4869739478957915,4.244217736888048,0.15,0.21062124248496994,0.2215503397465836,17.0,24.66933867735471,22.86166012735387,10.0,14.753507014028056,14.02083084255398,17.0,22.490981963927855,20.586028200358104,8.0,11.03807615230461,10.513357019023477,11.0,15.312625250501002,13.876769069241151,2.0,5.176352705410822,7.368455637225397,8.0,10.136272545090181,9.483523385169457,7.0,11.216432865731463,11.854084857645107,725.0,839.875751503006,632.9083190752076,31.0,94.91182364729458,177.37048626553758,157.0,278.1583166332665,311.25992990074906,277.0,357.49699398797594,319.9459754392624,133.0,212.49899799599197,212.20864150433283,20.0,34.64128256513026,41.498603779173095,14.0,25.531062124248496,31.548275894600575,42.9,42.26052104208417,25.274036722654547,42.1,38.64929859719439,23.93275247591282,399.0,470.67134268537075,364.4325073453807,1029.0,1306.679358717435,1110.5824412577888,15.0,26.138276553106213,31.016042581628188,13.0,17.587174348697395,18.425741440228446,2.0,8.140280561122244,14.409820694625173,12.0,19.070140280561123,19.705795178954347,8.0,13.202404809619239,14.899432424584365,482.0,549.7555110220441,427.41378841915315,25.0,50.93186372745491,64.69628896588502,12.0,15.529058116232465,13.980790655181318,10.0,15.056112224448897,14.938456669485483,1.0,2.382765531062124,3.992435564172646,9.0,24.585170340681362,36.16698027718825,45.0,58.3186372745491,47.05163225370236,10.0,18.220440881763526,21.579020355056617,13.0,18.18637274549098,18.73840564331856,50.0,48.23306613226452,22.54721883350893
West Ham,10346.0,10448.12,1830.5918514695368,20.0,21.56,8.529751852584381,14.0,15.4,10.862780491200215,1070.0,1381.52,914.3885078747071,0.0,1.48,2.6,1.0,0.96,1.5132745950421558,2.0,2.96,2.65329983228432,0.0,0.12,0.33166247903553997,1.2,1.776,2.254861414810232,1.1,1.26,1.40356688476182,11.0,22.92,30.36983152186832,31.0,45.0,41.31182235954578,25.0,44.64,57.791204636461195,0.0,0.084,0.12529964086141665,0.03,0.07440000000000001,0.13635370670918096,0.07,0.13720000000000002,0.15915191903754516,0.08,0.1008,0.09720768145230774,0.0,0.1348,0.4665576063038732,0.0,5.5,19.110773575830642,0.0,1.3639999999999999,4.722012282914986,0.0,0.0,0.0,25.0,21.887999999999998,14.909038645510762,0.23,0.3836,0.4092358733053592,0.0,0.0432,0.06060253020020424,15.7,16.368,7.275227373308228,517.0,533.44,408.43543757449186,79.9,78.42,7.804966367640541,8610.0,9381.76,7369.592759440646,89.7,88.676,6.967859546996241,85.6,83.25200000000001,10.624700780100428,53.7,54.144000000000005,15.906159184416582,9.0,12.2,12.382783747337808,37.0,39.32,33.53445988829998,4.0,10.0,12.69514342836136,1.0,2.6,3.582364210034113,31.0,45.0,41.31182235954578,19.0,30.16,30.764806733235517,2.31,2.1908,1.4840426768346882,1.0,2.28,3.1953090617340916,0.1,0.1344,0.1664351725647757,17.0,23.6,20.816659994661325,11.0,14.0,12.328828005937952,21.0,19.68,15.691611347043574,8.0,9.24,7.7420927403383635,14.0,16.64,13.409822270758601,4.0,6.28,8.228608630868283,9.0,10.36,8.040936927166303,8.0,12.24,14.774076395272001,668.0,830.56,599.2430697694106,39.0,107.88,177.8879141482074,196.0,304.12,314.953478046097,366.0,355.88,288.75109235002617,118.0,178.52,184.73407012965063,23.0,30.88,38.860133813459775,11.0,28.8,45.46885380858711,45.2,47.424,22.381247358745075,45.5,37.236000000000004,21.968782396846667,321.0,421.8,318.0883001096813,714.0,1077.4,937.0678114914274,11.0,22.92,30.36983152186832,10.0,14.56,16.61846362734333,2.0,6.48,13.165991543872922,12.0,18.28,19.688236758701038,6.0,14.68,22.253688832790548,459.0,529.56,390.62184185390004,25.0,44.64,57.791204636461195,15.0,16.28,14.261019131417875,11.0,15.12,17.678423760807032,1.0,2.8,4.281744192888376,13.0,22.4,27.519689920733722,43.0,57.16,47.967593227094476,10.0,21.68,27.425231691515997,12.0,20.84,19.484352696458767,50.0,51.14000000000001,16.743232463695097
Southampton,9849.0,9848.51724137931,1542.4413769987607,20.0,18.655172413793103,10.37949854991961,13.0,13.241379310344827,9.840351229263666,1178.0,1184.3103448275863,856.2372878492552,0.0,0.8275862068965517,1.0713464664764276,0.0,0.5172413793103449,0.8289705171033532,2.0,2.8620689655172415,2.948657538743382,0.0,0.10344827586206896,0.40925259281898757,0.5,1.0724137931034483,1.3879317994062084,0.5,0.8103448275862071,0.9220880139220546,10.0,20.620689655172413,26.910451757506852,24.0,36.44827586206897,39.457559665776664,20.0,35.3448275862069,38.70610496519063,0.0,0.051379310344827595,0.07637894894776003,0.0,0.04310344827586207,0.09721491097694918,0.04,0.07758620689655173,0.08958855046480124,0.03,0.05448275862068966,0.058711534939697926,0.0,0.24931034482758618,0.7482452378469182,0.0,6.979310344827587,20.922380008538102,0.0,0.25517241379310346,1.3741455025101839,0.0,0.9862068965517242,5.310886671863684,25.0,22.317241379310346,22.822671512672866,0.14,0.2158620689655172,0.28653742265414617,0.0,0.0606896551724138,0.09269500812891546,17.0,14.924137931034485,8.28680772469169,257.0,499.7931034482759,481.213523983922,80.2,80.85172413793103,8.160734415902565,4218.0,8476.620689655172,8576.582746116615,90.9,89.59655172413792,7.08189254157696,89.5,85.36206896551724,10.849009625408982,55.2,51.844827586206904,19.551992704561137,5.0,8.827586206896552,9.449372486789198,13.0,32.241379310344826,39.483862139589746,5.0,7.0,7.764387566686396,1.0,1.8620689655172413,2.6011554840525677,24.0,36.44827586206897,39.457559665776664,15.0,20.03448275862069,20.125468510288663,1.37,1.405862068965517,0.8520585042010207,1.0,1.3793103448275863,1.8787114334687767,0.06,0.10758620689655173,0.14027155226340168,13.0,20.413793103448278,19.729450867347865,7.0,11.827586206896552,11.313926202179966,13.0,18.24137931034483,14.49545537749626,10.0,9.379310344827585,7.017395696733369,8.0,13.379310344827585,14.915030274150226,2.0,5.896551724137931,9.135272408113694,5.0,7.482758620689655,8.002770456246354,5.0,9.620689655172415,12.263225493620721,457.0,726.7931034482758,636.2733789872728,42.0,93.65517241379311,170.63940171812374,161.0,265.3448275862069,322.22610471775306,198.0,313.41379310344826,308.40204710750305,131.0,154.3448275862069,149.2857461050712,15.0,21.862068965517242,20.864741513463457,6.0,22.82758620689655,32.38172871666679,42.3,42.48275862068966,29.84034982758266,42.4,38.45172413793103,29.429268966815712,253.0,406.8965517241379,363.2547654615723,599.0,1101.344827586207,1119.5630294214304,10.0,20.620689655172413,26.910451757506852,9.0,15.241379310344827,18.795240986586002,1.0,5.103448275862069,7.5892067512553965,10.0,14.931034482758621,15.028380376766105,5.0,11.137931034482758,13.765184182076984,349.0,494.3448275862069,436.3488345563893,20.0,35.3448275862069,38.70610496519063,12.0,14.758620689655173,13.428794149709455,8.0,13.655172413793103,15.764507744725096,0.0,1.5172413793103448,2.6270663928633997,6.0,17.620689655172413,26.858642920061857,23.0,46.0,44.26059195266146,8.0,14.620689655172415,20.9172071904986,8.0,12.655172413793103,13.743247334259847,54.5,54.45172413793103,22.802124285276193
Everton,9469.0,10092.434782608696,1885.7634052429164,23.0,21.47826086956522,10.112411659204612,15.0,16.73913043478261,10.955353159339493,1324.0,1501.0869565217392,935.4977242595846,1.0,1.434782608695652,2.106830600182562,1.0,0.9565217391304348,1.1069310921135729,3.0,3.260869565217391,2.240482726077084,0.0,0.08695652173913043,0.28810406552003043,1.1,1.6260869565217393,2.0041360394998473,0.8,1.2434782608695654,1.11592851145929,12.0,19.434782608695652,20.47354409732566,37.0,41.608695652173914,35.7564223480263,24.0,40.73913043478261,40.92922648948632,0.03,0.08956521739130432,0.12924530098261586,0.03,0.07217391304347825,0.09811665236011535,0.05,0.10652173913043479,0.1227195137351163,0.05,0.07695652173913045,0.07002822694578209,0.0,0.05347826086956522,0.256472729290202,0.0,3.0913043478260867,14.82537483945802,0.0,1.2434782608695654,5.96351224203234,0.0,4.3478260869565215,20.851441405707472,31.6,29.721739130434777,23.988405466765496,0.19,0.34695652173913044,0.37926285898507595,0.04,0.07391304347826087,0.10347327851957207,16.8,15.769565217391307,7.11416223794665,420.0,453.39130434782606,345.2039896443886,73.9,73.8521739130435,8.463927176028085,6998.0,8560.91304347826,7831.581164589268,86.2,84.88695652173912,7.653715933383782,83.1,78.98260869565217,13.35748520744806,55.3,56.42173913043479,15.486415059121953,8.0,11.782608695652174,9.908474434172408,35.0,40.17391304347826,35.10329196413589,8.0,10.391304347826088,10.232475619919795,1.0,3.652173913043478,5.296728798832298,37.0,41.608695652173914,35.7564223480263,25.0,28.130434782608695,19.87758982057681,1.72,1.7991304347826087,1.1270634129271047,2.0,2.4347826086956523,2.106830600182562,0.1,0.17217391304347826,0.17451117499354718,24.0,29.73913043478261,28.108907341566283,13.0,17.47826086956522,16.88966753862306,23.0,26.304347826086957,22.50138335668336,8.0,12.652173913043478,11.436022415842501,11.0,15.695652173913043,14.366738045058662,3.0,5.608695652173913,9.252710317595806,7.0,10.08695652173913,8.617703994358784,9.0,13.304347826086957,13.02596980374449,688.0,775.0434782608696,524.2985338232122,31.0,97.43478260869566,213.71430081195197,144.0,277.04347826086956,356.65637629374885,298.0,314.0869565217391,239.23037832399856,157.0,192.2173913043478,147.10044698088544,18.0,28.782608695652176,26.198467203148862,16.0,26.0,29.672454321382745,46.0,42.80869565217391,22.056495910676915,45.0,45.752173913043485,23.279719413437515,356.0,379.82608695652175,253.8481385993518,743.0,1010.1739130434783,826.7089546219842,12.0,19.434782608695652,20.47354409732566,10.0,14.565217391304348,11.71566972033812,2.0,4.869565217391305,7.014947338790784,12.0,20.73913043478261,20.251189395607334,11.0,15.608695652173912,14.339199706446097,428.0,449.04347826086956,285.2605632273875,24.0,40.73913043478261,40.92922648948632,15.0,17.52173913043478,13.796803204225482,14.0,14.956521739130435,12.7367694664969,1.0,3.347826086956522,6.205633039660409,7.0,27.47826086956522,36.37540323452522,51.0,60.95652173913044,47.49686904596934,11.0,24.347826086956523,29.10265326181567,15.0,22.608695652173914,23.494175545972674,50.0,46.247826086956515,21.215021898414285
Manchester City,9744.0,9856.44,1793.5142895072418,23.0,19.88,8.973665174646682,17.0,15.36,8.625929901562305,1494.0,1381.36,766.2823065511387,1.0,2.64,4.414748010928823,0.0,1.92,2.5645012510557814,2.0,2.32,1.7492855684535902,0.0,0.04,0.2,1.3,2.5200000000000005,4.175424130153328,1.5,2.028,2.249355463238303,35.0,41.64,45.442161040161814,64.0,70.28,60.42179518462964,26.0,69.6,78.21764506810467,0.06,0.1784,0.24563998045920782,0.0,0.10200000000000001,0.1414213562373095,0.07,0.16080000000000003,0.2177904191342371,0.07,0.1164,0.12195900950729306,0.0,0.10280000000000002,0.35978604753380866,0.0,5.46,18.897707091955184,0.0,2.392,8.398904690493872,0.0,0.0,0.0,29.7,27.676,22.39051659371291,0.33,0.46360000000000007,0.5136704520734411,0.08,0.1168,0.20155065533673333,16.3,14.984000000000002,7.237787415133624,676.0,793.52,591.8990707882552,87.7,86.50400000000002,6.95680003066544,10078.0,12871.28,9746.228939612149,94.4,92.12800000000001,6.126072695182999,91.9,89.516,7.833990043394235,64.3,59.776,12.40884362057964,9.0,17.24,16.845573107891976,42.0,62.0,64.94548996402034,11.0,15.88,16.20267467632016,1.0,2.32,3.1717503054307414,64.0,70.28,60.42179518462964,33.0,39.76,33.9353306550366,2.08,2.3836,1.746314881877454,3.0,4.64,4.55411901469428,0.26,0.2756,0.2381015189647755,15.0,18.44,17.05891751157343,7.0,11.2,10.88959748261309,13.0,16.88,15.738276059763768,6.0,8.84,8.547319267856247,11.0,12.44,9.600694419328914,1.0,3.28,4.817675788178362,9.0,9.16,7.098591409568521,5.0,8.2,8.582928793055823,892.0,1033.8,699.0405925266429,39.0,78.52,139.2913971978648,197.0,241.56,242.91049105929258,331.0,447.28,395.86745677478126,324.0,353.4,278.85524918853514,22.0,48.52,51.759958784115476,21.0,29.68,41.02206723216176,44.8,44.06400000000001,28.555528945080553,35.1,34.556,24.924119509690474,590.0,664.68,466.34525121773606,1714.0,2051.96,1583.7090294621673,35.0,41.64,45.442161040161814,23.0,31.16,27.549470654321716,3.0,14.48,23.36863995471994,14.0,17.4,15.124483462254174,13.0,14.88,14.50953709346603,630.0,783.04,543.7994023534781,26.0,69.6,78.21764506810467,11.0,10.64,8.18474190185616,12.0,13.88,11.47214016650773,0.0,1.68,2.4617067250182343,8.0,23.6,32.247738938825876,46.0,53.0,35.29046141192641,5.0,11.12,13.488637193331776,8.0,11.96,11.11860302975753,47.3,45.18,20.939854345243187
Leicester City,9766.5,9937.038461538461,1628.7129515238523,21.5,20.23076923076923,9.717232907809475,15.0,14.807692307692308,9.968025805621616,1408.0,1329.1923076923076,824.5063016972408,0.0,1.1153846153846154,2.006527808467614,0.0,0.8461538461538461,1.189699380257305,2.0,3.1153846153846154,2.643133338701218,0.0,0.0,0.0,0.4,1.1846153846153844,2.171578652997364,0.4,0.9192307692307693,1.1405329388559475,15.0,21.03846153846154,22.97560579263279,30.5,38.84615384615385,34.95905297080264,20.0,38.26923076923077,40.63944654377831,0.0,0.06115384615384616,0.09778862604932838,0.0,0.056538461538461544,0.08574111301784262,0.045,0.0676923076923077,0.08585139217544197,0.025,0.06692307692307692,0.08132744829486444,0.0,0.3038461538461539,0.9234677121505741,0.0,6.376923076923077,18.396354153849238,0.0,0.6923076923076923,2.868577776797844,0.0,0.9615384615384616,4.9029033784546,27.75,28.97307692307692,24.52862095907241,0.21500000000000002,0.27499999999999997,0.2729725260900811,0.0,0.0476923076923077,0.06947273953473794,16.3,15.069230769230767,8.44614796132624,424.0,499.6923076923077,371.7056651955436,77.69999999999999,78.11153846153846,8.394823496563912,6483.0,8378.461538461539,6446.121694357123,89.05,88.78076923076924,6.981175788118746,83.0,84.38846153846154,9.071375945161877,53.2,55.057692307692314,17.751646077520203,6.5,9.038461538461538,9.331584085162687,24.5,34.80769230769231,31.72004947129715,5.5,7.6923076923076925,8.446392038115354,1.0,2.4615384615384617,4.0122888154345935,30.5,38.84615384615385,34.95905297080264,15.5,20.884615384615383,18.817708517408644,1.325,1.3634615384615383,0.9827876365021786,1.0,1.9230769230769231,2.365131318520423,0.10500000000000001,0.12423076923076923,0.1428054082147613,21.5,25.846153846153847,22.301017569056903,12.0,15.076923076923077,13.531956479158737,18.5,24.653846153846153,21.708878013738634,10.0,12.807692307692308,11.86598240608583,16.5,17.73076923076923,14.001593315927133,4.0,6.769230769230769,8.199061860031023,9.0,10.961538461538462,8.655545132368125,9.5,11.76923076923077,11.907334520564012,756.0,776.4230769230769,523.4231307901417,34.0,101.46153846153847,167.5229490593407,149.0,284.0769230769231,284.71149229729707,325.5,353.61538461538464,278.4136601423252,104.0,146.15384615384616,134.96449675605575,15.5,22.423076923076923,24.625471490995785,11.5,22.884615384615383,27.055981849604976,40.3,40.20769230769231,29.507801315271497,47.35,44.58846153846154,27.71658459367715,445.0,440.88461538461536,286.6084893261994,1080.5,1097.0384615384614,748.8048333588256,15.0,21.03846153846154,22.97560579263279,8.0,13.192307692307692,12.441926637845862,2.5,5.038461538461538,6.276819380742251,13.0,17.26923076923077,15.759588046158292,9.0,11.615384615384615,13.050906246163668,478.5,495.2692307692308,329.8464561206996,20.0,38.26923076923077,40.63944654377831,13.5,14.461538461538462,10.882024698486102,12.0,13.461538461538462,11.903716291077403,1.0,2.269230769230769,4.911681523125801,9.5,22.615384615384617,27.965803293418087,42.0,53.0,37.728503813429974,12.0,17.923076923076923,16.96566668757365,15.5,20.03846153846154,17.86276746583411,49.5,45.42307692307692,23.187225926225977
